center cam,left cam,right cam,angle,forward,reverse,speed
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_37_505.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_37_505.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_37_505.jpg,-0.02202857,1,0,30.18983
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_37_574.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_37_574.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_37_574.jpg,-0.05107722,1,0,30.18936
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_37_643.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_37_643.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_37_643.jpg,-0.05107722,1,0,30.18958
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_37_711.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_37_711.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_37_711.jpg,-0.05107722,1,0,30.18971
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_37_785.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_37_785.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_37_785.jpg,-0.05107722,1,0,30.18978
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_37_859.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_37_859.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_37_859.jpg,-0.02202857,1,0,30.19002
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_37_939.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_37_939.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_37_939.jpg,0,1,0,30.18991
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_38_014.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_38_014.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_38_014.jpg,0,1,0,30.18998
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_38_087.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_38_087.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_38_087.jpg,0,1,0,30.18996
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_38_162.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_38_162.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_38_162.jpg,0,1,0,30.18996
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_38_229.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_38_229.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_38_229.jpg,0,1,0,30.18998
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_38_308.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_38_308.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_38_308.jpg,0,1,0,30.18996
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_38_376.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_38_376.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_38_376.jpg,0,1,0,30.18998
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_38_454.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_38_454.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_38_454.jpg,0,1,0,30.18998
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_38_535.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_38_535.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_38_535.jpg,0,1,0,30.18998
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_38_603.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_38_603.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_38_603.jpg,0,1,0,30.18996
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_38_677.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_38_677.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_38_677.jpg,0,1,0,30.19
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_38_753.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_38_753.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_38_753.jpg,0,1,0,30.18999
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_38_827.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_38_827.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_38_827.jpg,0,1,0,30.18998
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_38_898.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_38_898.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_38_898.jpg,0,1,0,30.19
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_38_972.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_38_972.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_38_972.jpg,0,1,0,30.18999
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_39_042.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_39_042.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_39_042.jpg,0,1,0,30.18998
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_39_112.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_39_112.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_39_112.jpg,0,1,0,30.18999
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_39_191.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_39_191.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_39_191.jpg,0,1,0,30.18995
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_39_262.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_39_262.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_39_262.jpg,0,1,0,30.18999
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_39_334.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_39_334.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_39_334.jpg,0,1,0,30.18998
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_39_406.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_39_406.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_39_406.jpg,0,1,0,30.19001
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_39_483.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_39_483.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_39_483.jpg,0,1,0,30.18998
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_39_562.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_39_562.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_39_562.jpg,0,1,0,30.18997
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_39_640.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_39_640.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_39_640.jpg,0,1,0,30.18998
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_39_710.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_39_710.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_39_710.jpg,0,1,0,30.18999
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_39_785.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_39_785.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_39_785.jpg,0,1,0,30.18999
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_39_858.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_39_858.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_39_858.jpg,0,1,0,30.18998
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_39_933.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_39_933.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_39_933.jpg,0,1,0,30.18999
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_40_010.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_40_010.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_40_010.jpg,0,1,0,30.18999
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_40_084.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_40_084.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_40_084.jpg,0,1,0,30.18998
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_40_160.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_40_160.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_40_160.jpg,0,1,0,30.18999
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_40_239.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_40_239.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_40_239.jpg,0,1,0,30.18997
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_40_306.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_40_306.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_40_306.jpg,0,1,0,30.18998
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_40_373.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_40_373.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_40_373.jpg,0,1,0,30.19
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_40_443.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_40_443.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_40_443.jpg,0,1,0,30.18998
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_40_510.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_40_510.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_40_510.jpg,0,1,0,30.19
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_40_588.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_40_588.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_40_588.jpg,0,1,0,30.18999
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_40_656.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_40_656.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_40_656.jpg,0,1,0,30.18997
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_40_737.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_40_737.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_40_737.jpg,0,1,0,30.19
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_40_816.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_40_816.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_40_816.jpg,0,1,0,30.18997
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_40_883.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_40_883.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_40_883.jpg,0,1,0,30.18998
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_40_964.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_40_964.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_40_964.jpg,0,1,0,30.18999
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_41_031.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_41_031.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_41_031.jpg,0,1,0,30.18999
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_41_110.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_41_110.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_41_110.jpg,0,1,0,30.18998
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_41_192.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_41_192.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_41_192.jpg,0,1,0,30.18999
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_41_260.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_41_260.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_41_260.jpg,0,1,0,30.18999
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_41_338.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_41_338.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_41_338.jpg,0,1,0,30.18997
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_41_407.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_41_407.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_41_407.jpg,0,1,0,30.18997
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_41_479.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_41_479.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_41_479.jpg,0,1,0,30.18999
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_41_555.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_41_555.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_41_555.jpg,0,1,0,30.18999
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_41_634.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_41_634.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_41_634.jpg,0,1,0,30.18999
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_41_713.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_41_713.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_41_713.jpg,0,1,0,30.18999
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_41_792.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_41_792.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_41_792.jpg,0,1,0,30.19
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_41_871.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_41_871.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_41_871.jpg,0,1,0,30.19
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_41_949.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_41_949.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_41_949.jpg,0,1,0,30.19
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_42_016.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_42_016.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_42_016.jpg,0,1,0,30.18999
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_42_083.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_42_083.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_42_083.jpg,0,1,0,30.18998
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_42_157.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_42_157.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_42_157.jpg,0,1,0,30.18999
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_42_232.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_42_232.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_42_232.jpg,0,1,0,30.18998
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_42_308.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_42_308.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_42_308.jpg,0,1,0,30.18998
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_42_385.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_42_385.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_42_385.jpg,0,1,0,30.18998
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_42_461.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_42_461.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_42_461.jpg,0,1,0,30.18999
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_42_529.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_42_529.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_42_529.jpg,0,1,0,30.19001
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_42_601.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_42_601.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_42_601.jpg,0,1,0,30.18996
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_42_671.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_42_671.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_42_671.jpg,0,1,0,30.18997
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_42_743.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_42_743.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_42_743.jpg,0,1,0,30.19
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_42_811.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_42_811.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_42_811.jpg,0,1,0,30.18999
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_42_880.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_42_880.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_42_880.jpg,0,1,0,30.18996
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_42_950.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_42_950.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_42_950.jpg,0,1,0,30.18997
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_43_019.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_43_019.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_43_019.jpg,0,1,0,30.18999
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_43_088.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_43_088.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_43_088.jpg,0,1,0,30.18996
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_43_157.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_43_157.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_43_157.jpg,0,1,0,30.18998
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_43_229.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_43_229.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_43_229.jpg,0,1,0,30.18997
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_43_307.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_43_307.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_43_307.jpg,0,1,0,30.18999
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_43_388.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_43_388.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_43_388.jpg,0,1,0,30.12733
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_43_457.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_43_457.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_43_457.jpg,0,1,0,30.20251
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_43_525.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_43_525.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_43_525.jpg,0,1,0,30.19441
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_43_593.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_43_593.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_43_593.jpg,0,1,0,30.09508
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_43_663.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_43_663.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_43_663.jpg,0,1,0,30.21987
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_43_733.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_43_733.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_43_733.jpg,0,1,0,30.19308
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_43_804.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_43_804.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_43_804.jpg,0,1,0,30.19061
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_43_884.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_43_884.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_43_884.jpg,0,1,0,30.19007
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_43_959.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_43_959.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_43_959.jpg,0,1,0,30.19009
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_44_032.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_44_032.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_44_032.jpg,0,1,0,30.19021
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_44_108.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_44_108.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_44_108.jpg,-0.02202857,1,0,30.19014
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_44_175.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_44_175.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_44_175.jpg,-0.04139434,1,0,30.19007
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_04_23_27_44_243.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_04_23_27_44_243.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_04_23_27_44_243.jpg,-0.05107722,0.9903171,0,30.18765
